ALAMANCE    	 11/05/2002	       	 absentee/provisional                         	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	  1494	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   216	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   204	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   541	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   283	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   240	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   256	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   320	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   644	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    65	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   641	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   184	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   626	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   552	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   192	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   194	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   577	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   541	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	     6	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   264	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US SENATE                     	 Elizabeth H. Dole             	 REP	   579	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US SENATE                     	 Erskine B. Bowles             	 DEM	   265	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HS    	 HORSE SHOE                                   	 US SENATE                     	 Sean Haugh                    	 LIB	     6	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   333	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   413	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   442	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   300	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   426	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   312	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   408	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   332	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   316	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   424	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   372	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   212	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   280	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   358	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   590	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    83	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   582	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   254	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   583	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   440	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   305	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   266	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   513	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   453	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	    16	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   362	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US SENATE                     	 Elizabeth H. Dole             	 REP	   487	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US SENATE                     	 Erskine B. Bowles             	 DEM	   372	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-1  	 HENDERSONVILLE-1                             	 US SENATE                     	 Sean Haugh                    	 LIB	     9	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   311	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   374	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   372	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   305	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   374	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   303	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   362	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   317	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   305	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   371	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   283	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   194	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   241	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   271	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   494	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    69	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   469	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   273	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   446	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   389	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   293	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   279	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   432	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   371	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	    13	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   344	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US SENATE                     	 Elizabeth H. Dole             	 REP	   395	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US SENATE                     	 Erskine B. Bowles             	 DEM	   358	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-2  	 HENDERSONVILLE-2                             	 US SENATE                     	 Sean Haugh                    	 LIB	     6	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   367	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   401	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   429	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   344	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   423	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   327	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   400	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   364	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   338	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   425	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   349	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   255	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   263	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   397	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   577	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 NC HOUSE (117)                	 Brian Barber                  	 LIB	   108	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   560	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   304	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   540	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   434	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   340	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   334	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   480	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   441	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	    16	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   399	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US SENATE                     	 Elizabeth H. Dole             	 REP	   468	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US SENATE                     	 Erskine B. Bowles             	 DEM	   410	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 HV-3  	 HENDERSONVILLE-3                             	 US SENATE                     	 Sean Haugh                    	 LIB	     9	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   250	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   487	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   517	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   230	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   491	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   222	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   485	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   238	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   233	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   496	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 D CT JUDGE(29) (BRIDGES)      	 Laura J. (Suzy) Bridges       	    	   328	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 D CT JUDGE(29) (BRIDGES)      	 Richard N. Adams              	    	   205	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 D CT JUDGE(29) (POOL)         	 Deborah Burgin                	    	   219	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 D CT JUDGE(29) (POOL)         	 Randy Pool                    	    	   355	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 DISTRICT ATTORNEY (29)        	 Jeff Hunt                     	 REP	   653	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 NC HOUSE (117)                	 Brian Barber                  	 LIB	    65	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 NC HOUSE (117)                	 Larry T. Justus               	 REP	   651	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 NC SENATE  (48)               	 Robert Cogburn Burris         	 DEM	   173	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 NC SENATE  (48)               	 Tom Apodaca                   	 REP	   640	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   518	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   217	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   192	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   560	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US HOUSE (11TH DISTRICT)      	 Charles H. Taylor             	 REP	   499	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US HOUSE (11TH DISTRICT)      	 Eric Henry                    	 LIB	     7	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US HOUSE (11TH DISTRICT)      	 Sam Neill                     	 DEM	   311	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US SENATE                     	 Elizabeth H. Dole             	 REP	   541	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US SENATE                     	 Erskine B. Bowles             	 DEM	   301	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LJ    	 LONG JOHN MOUNTAIN                           	 US SENATE                     	 Sean Haugh                    	 LIB	     5	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   259	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   418	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   438	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   241	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   437	 2002-11-20 13:31:36.310
HENDERSON   	 11/05/2002	 LP    	 LAUREL PARK                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   241	 2002-11-20 13:31:36.310
